1500	0.15	0.924023545535579
1500	0.3	0.9091604224047725
1500	0.45	0.9069802929891873
1500	0.6	0.9176146511403129
1500	0.75	0.9383369690142778
2000	0.15	0.8814224170237263
2000	0.3	0.8912538405181549
2000	0.45	0.9109028712054523
2000	0.6	0.9043744072618886
2000	0.75	0.8953595310649664
2500	0.15	0.7985315385694428
2500	0.3	0.8166360787239175
2500	0.45	0.8470160130726374
2500	0.6	0.856707572851847
2500	0.75	0.859457972027453
3000	0.15	0.8025171882214295
3000	0.3	0.8302974531212467
3000	0.45	0.8369037239644733
3000	0.6	0.8676126345711903
3000	0.75	0.8707409419606866
3500	0.15	0.8505245241785863
3500	0.3	0.8586460114522019
3500	0.45	0.8783444162678573
3500	0.6	0.8914147374839784
3500	0.75	0.8898684416097397
4000	0.15	0.8953888372176294
4000	0.3	0.8859416029644687
4000	0.45	0.9001340431330035
4000	0.6	0.9101929073861843
4000	0.75	0.9180579368084609
