1500	0.15	0.8977745399332023
1500	0.3	0.8693218529671741
1500	0.45	0.8418524683724913
1500	0.6	0.8754919719822387
1500	0.75	0.8288908876591633
2000	0.15	0.8853610088190131
2000	0.3	0.8781343411392765
2000	0.45	0.862448922415157
2000	0.6	0.8606153185513779
2000	0.75	0.8486538792908107
2500	0.15	0.8317440855332414
2500	0.3	0.825071657229641
2500	0.45	0.8001993278019668
2500	0.6	0.806562059150675
2500	0.75	0.8046857292331943
3000	0.15	0.8196618694000088
3000	0.3	0.8168818224155405
3000	0.45	0.7995683799617839
3000	0.6	0.7875170131005944
3000	0.75	0.7873106206713697
3500	0.15	0.8430930009677886
3500	0.3	0.8215476978935974
3500	0.45	0.7893796338732133
3500	0.6	0.792473528768466
3500	0.75	0.778052541320886
4000	0.15	0.862529617740183
4000	0.3	0.844016585727045
4000	0.45	0.8251908638983021
4000	0.6	0.8020475183783433
4000	0.75	0.7928334890511497
