1500	0.15	0.9542366760753354
1500	0.3	0.9432727695312586
1500	0.45	0.942072049043287
1500	0.6	0.9048121857167868
1500	0.75	0.9162790189724617
2000	0.15	0.9568703134514693
2000	0.3	0.9506858359228797
2000	0.45	0.9403415875013007
2000	0.6	0.9292550469233849
2000	0.75	0.9135997067728875
2500	0.15	0.9481693609879178
2500	0.3	0.9395986880637012
2500	0.45	0.9277765228813994
2500	0.6	0.9142851320386256
2500	0.75	0.9006593857109516
3000	0.15	0.9419484830464165
3000	0.3	0.930498482673295
3000	0.45	0.9193274560268154
3000	0.6	0.8970581502750636
3000	0.75	0.8817900204352265
3500	0.15	0.9458392680497676
3500	0.3	0.9345038957566735
3500	0.45	0.9150608293612973
3500	0.6	0.8909256749622076
3500	0.75	0.8760422951870391
4000	0.15	0.9402903312531528
4000	0.3	0.9344984922628005
4000	0.45	0.9168212305770211
4000	0.6	0.8957573017426278
4000	0.75	0.8655370807898661
