epoch,loss,lr,val_loss
0,0.1260972023010254,0.00051,0.02476118691265583
1,0.019998062402009964,0.00051,0.015989283099770546
2,0.012996994890272617,0.00051,0.009850740432739258
3,0.006817829795181751,0.00051,0.006060022860765457
4,0.0052514830604195595,0.00051,0.00522042578086257
5,0.004661524202674627,0.00051,0.004921914543956518
6,0.004290709272027016,0.00051,0.004389284644275904
7,0.004037567880004644,0.00051,0.006167994346469641
8,0.003922660369426012,0.00051,0.005053248722106218
9,0.003786832792684436,0.00051,0.0039008643943816423
10,0.003674544394016266,0.00051,0.003855752293020487
11,0.003634160151705146,0.00051,0.00402355520054698
12,0.003517765551805496,0.00051,0.003322829958051443
13,0.0034681824035942554,0.00051,0.0035387836396694183
14,0.0034132569562643766,0.00051,0.003628719598054886
15,0.003381405957043171,0.00051,0.003245159750804305
16,0.003343090647831559,0.00051,0.0034903641790151596
17,0.0032701098825782537,0.00051,0.003933409694582224
18,0.00322246877476573,0.00051,0.0032375233713537455
19,0.0031937663443386555,0.00051,0.003090666141360998
20,0.003162155393511057,0.00051,0.0029755576979368925
21,0.0031161578372120857,0.00051,0.0031375044491142035
22,0.0030833554919809103,0.00051,0.003101236652582884
23,0.0030673572327941656,0.00051,0.0030885946471244097
24,0.0030194083228707314,0.00051,0.0029734561685472727
25,0.003020263509824872,0.00051,0.003059783950448036
26,0.0029814306180924177,0.00051,0.0028541930951178074
27,0.0029664316680282354,0.00051,0.002780074253678322
28,0.002955768024548888,0.00051,0.002885090420022607
29,0.00294625130482018,0.00051,0.0033062549773603678
30,0.002915778197348118,0.00051,0.0030794788617640734
31,0.0029020996298640966,0.00051,0.002829390112310648
32,0.0028705261647701263,0.00051,0.0031872049439698458
33,0.002851255936548114,0.00051,0.0035866352263838053
34,0.0028465120121836662,0.00051,0.0027847308665513992
35,0.002844984410330653,0.00051,0.0028670276515185833
36,0.0026154019869863987,0.000255,0.0028596885967999697
37,0.0026225056499242783,0.000255,0.0027175091672688723
38,0.0026046547573059797,0.000255,0.0026962074916809797
39,0.0026145600713789463,0.000255,0.0026788359973579645
40,0.0025979450438171625,0.000255,0.0027265097014606
41,0.002580139320343733,0.000255,0.002833208069205284
42,0.002582972403615713,0.000255,0.0026942621916532516
43,0.002582906512543559,0.000255,0.003631015308201313
44,0.002565575996413827,0.000255,0.0027555327396839857
45,0.002572031458839774,0.000255,0.0026781181804835796
46,0.0025486836675554514,0.000255,0.0027209545951336622
47,0.0024687962140887976,0.0001275,0.002590315882116556
48,0.002462835283949971,0.0001275,0.002613475313410163
49,0.002462545409798622,0.0001275,0.0026163815055042505
50,0.002454699482768774,0.0001275,0.002588767558336258
51,0.002454254310578108,0.0001275,0.002588433912023902
52,0.002449937630444765,0.0001275,0.002580020111054182
53,0.002447808627039194,0.0001275,0.002540948335081339
54,0.002446485683321953,0.0001275,0.0025670556351542473
55,0.0024442377034574747,0.0001275,0.0026179375126957893
56,0.0024451680947095156,0.0001275,0.0025776457041502
57,0.0023951642215251923,6.375e-05,0.0025705089792609215
58,0.0023938731756061316,6.375e-05,0.0025127441622316837
59,0.0023877383209764957,6.375e-05,0.0025147516280412674
60,0.0023923462722450495,6.375e-05,0.0025471888948231936
61,0.0023896254133433104,6.375e-05,0.0025183199904859066
62,0.0023857816122472286,6.375e-05,0.0025258553214371204
63,0.002387922490015626,6.375e-05,0.002542759757488966
64,0.0023810213897377253,6.375e-05,0.002522507216781378
65,0.002385517116636038,6.375e-05,0.0025067829992622137
66,0.0023605471942573786,3.1875e-05,0.0024914410896599293
67,0.002359070349484682,3.1875e-05,0.0024861074052751064
68,0.0023581283167004585,3.1875e-05,0.0025016209110617638
69,0.002359570935368538,3.1875e-05,0.0025111380964517593
70,0.0023572163190692663,3.1875e-05,0.0025001894682645798
71,0.002354617230594158,3.1875e-05,0.002491951221600175
72,0.0023547657765448093,3.1875e-05,0.0025026313960552216
73,0.0023560470435768366,3.1875e-05,0.0024867993779480457
74,0.002352906158193946,3.1875e-05,0.0025189118459820747
75,0.002353052608668804,3.1875e-05,0.002484456403180957
76,0.002353443531319499,3.1875e-05,0.002507703611627221
77,0.002341507002711296,1.59375e-05,0.002504208358004689
78,0.0023406161926686764,1.59375e-05,0.0024835604708641768
79,0.0023393535520881414,1.59375e-05,0.0024734055623412132
80,0.0023384811356663704,1.59375e-05,0.0024912285152822733
81,0.002337927231565118,1.59375e-05,0.002485571661964059
82,0.0023385363165289164,1.59375e-05,0.00247265980578959
83,0.0023378580808639526,1.59375e-05,0.0024806244764477015
84,0.002338649472221732,1.59375e-05,0.002475808374583721
85,0.0023374692536890507,1.59375e-05,0.0024770116433501244
86,0.0023309290409088135,7.96875e-06,0.0024717107880860567
87,0.002331303432583809,7.96875e-06,0.0024719699285924435
88,0.0023299783933907747,7.96875e-06,0.0024686013348400593
89,0.0023313811980187893,7.96875e-06,0.00247937417589128
90,0.0023303499910980463,7.96875e-06,0.0024838282261043787
91,0.002330127405002713,7.96875e-06,0.002473990898579359
92,0.0023303143680095673,7.96875e-06,0.002482176525518298
93,0.002329849870875478,7.96875e-06,0.0024772530887275934
94,0.0023302752524614334,7.96875e-06,0.0024770742747932673
95,0.002326520159840584,3.984375e-06,0.00247366214171052
96,0.002326366724446416,3.984375e-06,0.0024717345368117094
97,0.002326276618987322,3.984375e-06,0.002479419345036149
98,0.0023263779003173113,3.984375e-06,0.0024759306106716394
99,0.002326067304238677,3.984375e-06,0.0024732646998018026
100,0.0023259047884494066,3.984375e-06,0.0024734095204621553
