epoch,loss,lr,val_loss
0,0.09617484360933304,0.00051,0.022888390347361565
1,0.016092799603939056,0.00051,0.011017781682312489
2,0.009362224489450455,0.00051,0.008948025293648243
3,0.006294694263488054,0.00051,0.005384680349379778
4,0.005305555649101734,0.00051,0.00526565732434392
5,0.0047029550187289715,0.00051,0.00413240771740675
6,0.004360095132142305,0.00051,0.00403835391625762
7,0.0041421325877308846,0.00051,0.004128520842641592
8,0.0039788223803043365,0.00051,0.0036078498233109713
9,0.0038916755001991987,0.00051,0.0035151538904756308
10,0.003773149335756898,0.00051,0.004768445622175932
11,0.003668960416689515,0.00051,0.006303849164396524
12,0.0036181386094540358,0.00051,0.0031887663062661886
13,0.0035162735730409622,0.00051,0.004011460579931736
14,0.003470207564532757,0.00051,0.003239286597818136
15,0.0034081197809427977,0.00051,0.0034567932598292828
16,0.003355274675413966,0.00051,0.003334569279104471
17,0.0033269203267991543,0.00051,0.003714768448844552
18,0.0032864322420209646,0.00051,0.003341103671118617
19,0.0032527081202715635,0.00051,0.002995576011016965
20,0.0032121939584612846,0.00051,0.002936634235084057
21,0.0031605130061507225,0.00051,0.0031343873124569654
22,0.0031409012153744698,0.00051,0.0030464211013168097
23,0.0031248852610588074,0.00051,0.0031673633493483067
24,0.0030939667485654354,0.00051,0.0029693383257836103
25,0.0030776746571063995,0.00051,0.00303652067668736
26,0.003060780931264162,0.00051,0.002903422573581338
27,0.003021589247509837,0.00051,0.0028477965388447046
28,0.0030298270285129547,0.00051,0.0028689021710306406
29,0.0030168122611939907,0.00051,0.003298806957900524
30,0.0029790885746479034,0.00051,0.002886029426008463
31,0.0029711273964494467,0.00051,0.003076933789998293
32,0.002944856882095337,0.00051,0.0027291716542094946
33,0.0029402479995042086,0.00051,0.0030381116084754467
34,0.0029331250116229057,0.00051,0.0028810675721615553
35,0.0029271759558469057,0.00051,0.003023472148925066
36,0.0028988781850785017,0.00051,0.002821771427989006
37,0.002908401656895876,0.00051,0.0028084770310670137
38,0.0028795339167118073,0.00051,0.003518919227644801
39,0.0028871323447674513,0.00051,0.0027695917524397373
40,0.002871655859053135,0.00051,0.0027610978577286005
41,0.002865022514015436,0.00051,0.002940506674349308
42,0.0026872418820858,0.000255,0.0026079725939780474
43,0.0026905848644673824,0.000255,0.0026088752783834934
44,0.0026945441495627165,0.000255,0.0025814389809966087
45,0.0026800583582371473,0.000255,0.0026703348848968744
46,0.002679829252883792,0.000255,0.0026365958619862795
47,0.0026751640252768993,0.000255,0.0026226236950606108
48,0.0026754571590572596,0.000255,0.002550488105043769
49,0.002664678730070591,0.000255,0.0026698894798755646
50,0.0026683337055146694,0.000255,0.002537627937272191
51,0.0026768429670482874,0.000255,0.0025454836431890726
52,0.002581050619482994,0.0001275,0.002515764208510518
53,0.002585009206086397,0.0001275,0.0024615610018372536
54,0.0025838669389486313,0.0001275,0.0025094407610595226
55,0.0025783295277506113,0.0001275,0.0024658343754708767
56,0.0025783826131373644,0.0001275,0.002499642549082637
57,0.0025779528077691793,0.0001275,0.0024648054968565702
58,0.002576047321781516,0.0001275,0.0024956257548183203
59,0.002576457569375634,0.0001275,0.0024565800558775663
60,0.0025692966300994158,0.0001275,0.002480566268786788
61,0.0025706402957439423,0.0001275,0.002540278248488903
62,0.002568558556959033,0.0001275,0.002531536854803562
63,0.002530589932575822,6.375e-05,0.0024725748226046562
64,0.0025307652540504932,6.375e-05,0.00245283218100667
65,0.0025283063296228647,6.375e-05,0.002451562322676182
66,0.002527015982195735,6.375e-05,0.0024849306792020798
67,0.002528816694393754,6.375e-05,0.002438417635858059
68,0.0025270262267440557,6.375e-05,0.0024808004964143038
69,0.0025292355567216873,6.375e-05,0.002455948619171977
70,0.0025252941995859146,6.375e-05,0.0024546377826482058
71,0.002521997317671776,6.375e-05,0.0024321137461811304
72,0.0025042183697223663,3.1875e-05,0.0024395384825766087
73,0.0025044113863259554,3.1875e-05,0.00244241114705801
74,0.002502619754523039,3.1875e-05,0.002441770164296031
75,0.002502165036275983,3.1875e-05,0.0024382879491895437
76,0.002502311021089554,3.1875e-05,0.0024325696285814047
77,0.0025015852879732847,3.1875e-05,0.002431076718494296
78,0.002500962233170867,3.1875e-05,0.0024331011809408665
79,0.0025000497698783875,3.1875e-05,0.002448843792080879
80,0.00250257458537817,3.1875e-05,0.00245489994995296
81,0.0024906168691813946,1.59375e-05,0.002436955226585269
82,0.0024889446794986725,1.59375e-05,0.0024102970492094755
83,0.0024903302546590567,1.59375e-05,0.0024143774062395096
84,0.0024895798414945602,1.59375e-05,0.002418684074655175
85,0.0024897048715502024,1.59375e-05,0.0024130833335220814
86,0.002488617552444339,1.59375e-05,0.002438955707475543
87,0.0024890799541026354,1.59375e-05,0.0024253521114587784
88,0.002488477621227503,1.59375e-05,0.0024210575502365828
89,0.002488474827259779,1.59375e-05,0.0024173494894057512
90,0.002482758602127433,7.96875e-06,0.0024120586458593607
91,0.0024820680264383554,7.96875e-06,0.0024124111514538527
92,0.0024824629072099924,7.96875e-06,0.002418945077806711
93,0.002482198877260089,7.96875e-06,0.0024128833319991827
94,0.0024817560333758593,7.96875e-06,0.0024090330116450787
95,0.0024815474171191454,7.96875e-06,0.00241173361428082
96,0.002481908304616809,7.96875e-06,0.0024115422274917364
97,0.0024816500954329967,7.96875e-06,0.0024154733400791883
98,0.0024817371740937233,7.96875e-06,0.0024101738817989826
99,0.0024787993170320988,3.984375e-06,0.0024060385767370462
100,0.0024782309774309397,3.984375e-06,0.00240820599719882
101,0.0024788060691207647,3.984375e-06,0.0024043815210461617
102,0.002478144597262144,3.984375e-06,0.0024078257847577333
103,0.0024787457659840584,3.984375e-06,0.002407217165455222
104,0.0024784072302281857,3.984375e-06,0.0024069722276180983
105,0.0024782931432127953,3.984375e-06,0.002411775989457965
106,0.002478456124663353,3.984375e-06,0.0024093708489090204
107,0.0024784421548247337,3.984375e-06,0.002411111257970333
108,0.002476811408996582,1.9921874e-06,0.002411677036434412
109,0.00247690686956048,1.9921874e-06,0.0024078504648059607
110,0.0024767373688519,1.9921874e-06,0.002410955261439085
111,0.0024767769500613213,1.9921874e-06,0.0024060311261564493
112,0.002476661466062069,1.9921874e-06,0.002412270288914442
113,0.002476576017215848,1.9921874e-06,0.0024096069391816854
